sku,combined_description
274-0782,"Torque. Control. Simplicity. The BILLETRON HD-X Series is purpose-built for Harley Davidson and similar large-displacement engines, delivering strong low-end torque, clean throttle response, and minimal tuning. The HD-X supports up to 96ci engines, while the HD-X+ is optimized for high-output builds up to 124ci with a custom larger bore for increased airflow.  With three precision fuel circuits — the externally adjustable Idle Fuel Control, Xcelerator™ Metering Rod, and Power Pet — this carburetor gives you total control over fuel delivery while remaining incredibly easy to set up and ride.

Features:
<ul><li>Increased CFM across throttle positions resulting in increased torque and horsepower availability compared to competitors</li><li>Increased throttle response - Peak torque availability at lower RPM ranges</li><li>Faster power jet activation – Gains in CFM now signals activation earlier increasing performance and top end tunability</li><li>Improved Idle - Centralized and focused air flow to the fuel signal creating improved idle consistency</li><li>Increased Tunability - Finer adjustments and ease of access allows for easy on the track fine tuning</li><li>ISO Certified precision machining paired with billet aluminum construction for unbeatable product consistency and performance</li><li>HDX For 54-96CI Engines</li><li>HDX+ For 96-124CI Engines</li><li>Throttle cables by Barnett specifically for Lectron Harley carb applications.</li><li>This is NOT compatible with an S&S Stealth Air Cleaner System right now.</li></ul>"
274-0783,"Torque. Control. Simplicity. The BILLETRON HD-X Series is purpose-built for Harley Davidson and similar large-displacement engines, delivering strong low-end torque, clean throttle response, and minimal tuning. The HD-X supports up to 96ci engines, while the HD-X+ is optimized for high-output builds up to 124ci with a custom larger bore for increased airflow.  With three precision fuel circuits — the externally adjustable Idle Fuel Control, Xcelerator™ Metering Rod, and Power Pet — this carburetor gives you total control over fuel delivery while remaining incredibly easy to set up and ride.

Features:
<ul><li>Increased CFM across throttle positions resulting in increased torque and horsepower availability compared to competitors</li><li>Increased throttle response - Peak torque availability at lower RPM ranges</li><li>Faster power jet activation – Gains in CFM now signals activation earlier increasing performance and top end tunability</li><li>Improved Idle - Centralized and focused air flow to the fuel signal creating improved idle consistency</li><li>Increased Tunability - Finer adjustments and ease of access allows for easy on the track fine tuning</li><li>ISO Certified precision machining paired with billet aluminum construction for unbeatable product consistency and performance</li><li>HDX For 54-96CI Engines</li><li>HDX+ For 96-124CI Engines</li><li>Throttle cables by Barnett specifically for Lectron Harley carb applications.</li><li>This is NOT compatible with an S&S Stealth Air Cleaner System right now.</li></ul>"
194-52743,<ul><li>Vibration free suction cup mount</li><li>Mag-Align head</li><li>Fast and secure mounting of the phone case</li><li>Super-stable 360° adjustment</li></ul>
897-27023,"<ul><li>Model-specific optimized ride tune</li><li>QS3: 3-position quick switch compression adjustment</li><li>QSR: 3-position quick switch rebound adjustment</li><li>Spring preload setting guide marks</li><li>Aluminum piggyback reservoirs</li><li>Gas-charged mono-tube with internal floating piston (IFP) design</li><li>1.5-inch diameter 6061-T6 aluminum type III hard-anodized bodies</li><li>Fully rebuildable and re-valvable</li><li>Advanced high-flow, deflective disc velocity-sensitive damping</li><li>5/8-inch diameter, low friction, super-finished hard chrome shafts</li><li>Matte black springs and black-anodized preload rings</li><li>Standard spring rate best suited for riders up to 240lb</li></ul>"
897-27024,"<ul><li>Model-specific optimized ride tune</li><li>QS3: 3-position quick switch compression adjustment</li><li>QSR: 3-position quick switch rebound adjustment</li><li>Spring preload setting guide marks</li><li>Aluminum piggyback reservoirs</li><li>Gas-charged mono-tube with internal floating piston (IFP) design</li><li>1.5-inch diameter 6061-T6 aluminum type III hard-anodized bodies</li><li>Fully rebuildable and re-valvable</li><li>Advanced high-flow, deflective disc velocity-sensitive damping</li><li>5/8-inch diameter, low friction, super-finished hard chrome shafts</li><li>Matte black springs and black-anodized preload rings</li><li>Standard spring rate best suited for riders up to 240lb</li></ul>"
897-27025,"<ul><li>Model-specific optimized ride tune</li><li>QS3: 3-position quick switch compression adjustment</li><li>QSR: 3-position quick switch rebound adjustment</li><li>Spring preload setting guide marks</li><li>Aluminum piggyback reservoirs</li><li>Gas-charged mono-tube with internal floating piston (IFP) design</li><li>1.5-inch diameter 6061-T6 aluminum type III hard-anodized bodies</li><li>Fully rebuildable and re-valvable</li><li>Advanced high-flow, deflective disc velocity-sensitive damping</li><li>5/8-inch diameter, low friction, super-finished hard chrome shafts</li><li>Matte black springs and black-anodized preload rings</li><li>Standard spring rate best suited for riders up to 240lb</li></ul>"
750-03083,"<ul><li>Santoro Stanley Cup + Holder included!</li><li>Fits after performance style bag guards</li><li>Santoro comes with 1/2-13 threaded bung</li><li>Also available for all stock factory, Harley Davidson Crash Bar.</li><li>Made in the USA</li></ul>"
750-03090EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03091EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03092EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03093EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03094EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03095EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03096EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03097EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03098EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03099EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03102EH,"<ul><li>Bag Guards sold separately, hardware upgrade only.  Includes 4 delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for OE Harley Davidson</li><li>Made in the USA</li></ul>"
750-03105EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03107EH,"Add some Cool Guy Stuff to your ride with these Replacement Sliders for your Santor Fabworx Crash Bar.  Available in all the Cool Guy Colors. Black, Red, Gold, Blue, Purple & Bronze  Comes w/ two 1 1/4"" Delrin Sliders w Anodized Bezels and end caps

Features:
<ul><li>Hardware upgrade only.</li><li>Includes 4 Delrin inserts,</li><li>Sliders with fitted spacers, hardware with billet bezels and choice of color.</li><li>Available for the OE HD crash bar</li><li>Made in the USA</li></ul>"
750-03116,<ul><li>Cadillac Crash Bar Wheels comes standard with black mounts.</li><li>Candy colored mount upgrade available</li><li>Replaces Delrin Sliders... Fits all Santoro Fabworx crash bars and bag guards</li><li>Sold in pairs</li><li>Made in the USA</li><li>NOTE : Please choose correct Fitment</li><li>For stock Harley Davidson Crash bars choose “HD Flatt out and Tip Over”</li><li>For Santoro Fabworx and other similar style Crash bars and bag guards choose “SANTORO”</li></ul>
750-03117,<ul><li>Cadillac Crash Bar Wheels comes standard with black mounts.</li><li>Candy colored mount upgrade available</li><li>Replaces Delrin Sliders... Fits all Santoro Fabworx crash bars and bag guards</li><li>Sold in pairs</li><li>Made in the USA</li><li>NOTE : Please choose correct Fitment</li><li>For stock Harley Davidson Crash bars choose “HD Flatt out and Tip Over”</li><li>For Santoro Fabworx and other similar style Crash bars and bag guards choose “SANTORO”</li></ul>
750-03118,<ul><li>Cadillac Crash Bar Wheels comes standard with black mounts.</li><li>Candy colored mount upgrade available</li><li>Replaces Delrin Sliders... Fits all Santoro Fabworx crash bars and bag guards</li><li>Sold in pairs</li><li>Made in the USA</li><li>NOTE : Please choose correct Fitment</li><li>For stock Harley Davidson Crash bars choose “HD Flatt out and Tip Over”</li><li>For Santoro Fabworx and other similar style Crash bars and bag guards choose “SANTORO”</li></ul>
750-03119,<ul><li>Cadillac Crash Bar Wheels comes standard with black mounts.</li><li>Candy colored mount upgrade available</li><li>Replaces Delrin Sliders... Fits all Santoro Fabworx crash bars and bag guards</li><li>Sold in pairs</li><li>Made in the USA</li><li>NOTE : Please choose correct Fitment</li><li>For stock Harley Davidson Crash bars choose “HD Flatt out and Tip Over”</li><li>For Santoro Fabworx and other similar style Crash bars and bag guards choose “SANTORO”</li></ul>
750-03141,<ul><li>Front crash bar</li><li>2018-present Softails</li><li>Mid Controls Only</li><li>Strength and protection Harley Davidson Softail</li><li>All crash bars come with mounting hardware and sliders.</li><li>Made in the USA</li></ul>
750-03142,<ul><li>Ultimate in strength and protection</li><li>Rear bag guards for Softail models</li><li>2018 to present</li><li>All crash bars come with mounting hardware and sliders.</li><li>Made in the USA</li></ul>
750-03170,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03171,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03172,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03173,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03174,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03175,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03176,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03177,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03178,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-03179,<ul><li>Powder Coated Aluminum Seat Knob</li><li>Stainless Steel Screw - (Corrosion Resistance)</li><li>Channeled O-Ring Cushion - (Reduces Chance of Screw Backing Out)</li><li>Urethane Fender Washer - (Protects Fender From Seat Mounting Bracket)</li><li>Oversized Fender Nut - (Added Fender Protection)</li><li>Zip Tie - (For Easy Installation)</li><li>Made in the USA</li></ul>
750-05610,"<ul><li>Maximum Traction - Grippy surface ensures confidence in all riding conditions</li><li>Compact and purpose built</li><li>Square-shaped for a modern twist on the classic motocross aesthetic</li><li>Etched with the iconic Burly Brand logo for a distinctive look</li><li>Crafted from lightweight, high-quality aluminum alloy for optimal performance</li><li>CNC machined to precision, ensuring durability and a sleek finish</li><li>Set screws provide secure traction for various riding styles</li></ul>"
750-05611,"<ul><li>Maximum Traction - Grippy surface ensures confidence in all riding conditions</li><li>Compact and purpose built</li><li>Square-shaped for a modern twist on the classic motocross aesthetic</li><li>Etched with the iconic Burly Brand logo for a distinctive look</li><li>Crafted from lightweight, high-quality aluminum alloy for optimal performance</li><li>CNC machined to precision, ensuring durability and a sleek finish</li><li>Set screws provide secure traction for various riding styles</li></ul>"
750-05612,"<ul><li>• Maximum Traction - Grippy surface ensures confident shifting and braking in all riding conditions</li><li>• Compact and purpose built - perfect complement to MX-Evolution Pegs, Mini Floorboards & Floorboards.</li><li>• Square-shaped for a modern twist on the classic motocross aesthetic</li><li>• Etched with the iconic Burly Brand logo for a distinctive look</li><li>• Crafted from lightweight, high-quality aluminum alloy for optimal performance</li><li>• CNC machined to precision, ensuring durability and a sleek finish</li><li>• Set screws provide secure traction for various riding styles</li></ul>"
750-05614,<ul><li>Available in Black Machined and Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits standard H-D clevis</li><li>Sold in pairs</li></ul>
750-05615,<ul><li>Available in Black Machined and Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits standard H-D clevis</li><li>Sold in pairs</li></ul>
750-05616,<ul><li>Available in Gloss Black finish</li><li>Precision CNC machined billet aluminum</li><li>Fits standard H-D shift lever</li><li>Sold separately</li></ul>
750-05617,<ul><li>Available in Gloss Black finish</li><li>• Precision CNC machined billet aluminum</li><li>• Fits standard H-D clevis</li><li>• Sold in pairs</li></ul>
750-05618,<ul><li>Dual Cable throttle applications</li><li>Available in Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits 1” diameter handlebars</li><li>Sold in pairs</li></ul>
750-05620,<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1.25” Handlebars</li><li>4 Stainless Steel Cap Bolts Included</li><li>Available in Chrome and Texture Black</li></ul>
750-05621,<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1.25” Handlebars</li><li>4 Stainless Steel Cap Bolts Included</li><li>Available in Chrome and Texture Black</li></ul>
750-05622,<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1.25” Handlebars</li><li>4 Stainless Steel Cap Bolts Included</li><li>Available in Chrome and Black Machined</li></ul>
750-05623,<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1.25” Handlebars</li><li>4 Stainless Steel Cap Bolts Included</li><li>Available in Chrome and Black Machined</li></ul>
750-05627,<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1.25” Handlebars</li><li>4 Stainless Steel Cap Bolts Included</li><li>Available in Chrome and Texture Black</li></ul>
750-05628,<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1.25” Handlebars</li><li>4 Stainless Steel Cap Bolts Included</li><li>Available in Chrome and Texture Black</li></ul>
750-05629,"<ul><li>CNC-Machined Billet Aluminum Construction</li><li>1.5” Rise for Increased Rider Comfort</li><li>Drilled and Tapped for 1/2” -13 Mounting Bolts</li><li>Compatible with 1” Handlebars</li><li>2 Stainless Steel Cap Bolts Included</li><li>Available in Texture Black, Machine Black and Black with Burly Logo</li></ul>"
750-05630,<ul><li>Dual Cable throttle and Electronic throttle applications</li><li>Available in Black Machined and Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits 1” diameter handlebars</li><li>Sold in pairs</li></ul>
750-05631,<ul><li>Dual Cable throttle and Electronic throttle applications</li><li>Available in Black Machined and Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits 1” diameter handlebars</li><li>Sold in pairs</li></ul>
750-05632,<ul><li>Dual Cable throttle and Electronic throttle applications</li><li>Available in Black Machined and Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits 1” diameter handlebars</li><li>Sold in pairs</li></ul>
750-05633,<ul><li>Dual Cable throttle and Electronic throttle applications</li><li>Available in Black Machined and Textured Black</li><li>Precision CNC machined billet aluminum</li><li>Fits 1” diameter handlebars</li><li>Sold in pairs</li></ul>
750-05634,"Burly Brand Reaper Adjustable Shift Rod is the perfect way to add style to your shift linkage. This direct replacement shift rod features an aggressive design that mounts seamlessly to your standard H-D shift linkage. Available in a Textured Black Machined finish. Sold separately.

Features:
<ul><li>Available in Textured Black finish</li><li>Precision CNC machined billet aluminum</li><li>Replaces stock H-D shift rod</li><li>Sold separately</li></ul>"
750-05635,"Burly Brand Reaper Universal LED Turn Signals for front applications are the perfect way to add style to your bike by replacing the boring stock blinkers.

Features:
<ul><li>These miniature LED signals feature an amber lens and aggressive design.</li><li>Precision CNC machined billet aluminum</li><li>Replaces stock H-D turn signals</li><li>Lighting controller or load equalizer may be required</li><li>Sold as a pair</li></ul>"
750-05636,<ul><li>Available in Textured Black finish</li><li>Precision CNC machined billet aluminum</li><li>Replaces stock H-D front brake master cylinder cap</li><li>Sold separately</li></ul>
820-51514,<ul><li>OEM Style Replacement Manifolds with smooth designed ports</li><li>Recommend replacing intake flanges and intake seals (sold separately) upon install</li><li>Works with OE Keihin CV Carburetor</li></ul>
820-51515,<ul><li>OEM Style Replacement Manifolds with smooth designed ports</li><li>Recommend replacing intake flanges and intake seals (sold separately) upon install</li><li>Works with OE Keihin CV Carburetor</li></ul>
820-52473,"<ul><li>Stock replacement upper and lower fork slider bushing sets</li><li>For 49mm, 41mm, 39mm and 35mm fork tubes</li><li>New bushings will prevent scoring and premature seal wear</li><li>Sold in pairs</li><li>Made in Japan</li></ul>"
820-52474,"<ul><li>Stock replacement upper and lower fork slider bushing sets</li><li>For 49mm, 41mm, 39mm and 35mm fork tubes</li><li>New bushings will prevent scoring and premature seal wear</li><li>Sold in pairs</li><li>Made in Japan</li></ul>"
820-53030,<ul><li>Eliminate High Speed Wobble</li><li>Allows Full Lock to Lock Turning</li><li>Includes All Mounting Hardware and Mounts</li></ul>
820-53031,<ul><li>Eliminate High Speed Wobble</li><li>Allows Full Lock to Lock Turning</li><li>Includes All Mounting Hardware and Mounts</li></ul>
820-53032,<ul><li>Eliminate High Speed Wobble</li><li>Allows Full Lock to Lock Turning</li><li>Includes All Mounting Hardware and Mounts</li></ul>
820-53033,<ul><li>Eliminate High Speed Wobble</li><li>Allows Full Lock to Lock Turning</li><li>Includes All Mounting Hardware and Mounts</li></ul>
820-58023,<ul><li>Heavy duty replacement</li><li>Meets or exceeds OEM specs</li><li>Made in Japan</li></ul>
830-0592NC,"<ul><li>Combine comfort with attitude</li><li>Drilled for internal wiring</li><li>Made with double wall construction</li><li>Manufactured to make sure the inside corners are smooth so the electrical doesn’t get hung up during installation</li><li>Available in Show Chrome or Satin Black powder coat</li><li>1"" in clamping area and knurled</li><li>36 degree wrist angle</li><li>Not for Springer Models</li><li>Cable & TBW compatible</li><li>Made in the USA</li></ul>"
830-0592NCB,"<ul><li>Combine comfort with attitude</li><li>Drilled for internal wiring</li><li>Made with double wall construction</li><li>Manufactured to make sure the inside corners are smooth so the electrical doesn’t get hung up during installation</li><li>Available in Show Chrome or Satin Black powder coat</li><li>1"" in clamping area and knurled</li><li>36 degree wrist angle</li><li>Not for Springer Models</li><li>Cable & TBW compatible</li><li>Made in the USA</li></ul>"
830-0594NC,"<ul><li>Combine comfort with attitude</li><li>Drilled for internal wiring</li><li>Made with double wall construction</li><li>Manufactured to make sure the inside corners are smooth so the electrical doesn’t get hung up during installation</li><li>Available in Show Chrome or Satin Black powder coat</li><li>1"" in clamping area and knurled</li><li>36 degree wrist angle</li><li>Not for Springer Models</li><li>Cable & TBW compatible</li><li>Made in the USA</li></ul>"
830-0594NCB,"<ul><li>Combine comfort with attitude</li><li>Drilled for internal wiring</li><li>Made with double wall construction</li><li>Manufactured to make sure the inside corners are smooth so the electrical doesn’t get hung up during installation</li><li>Available in Show Chrome or Satin Black powder coat</li><li>1"" in clamping area and knurled</li><li>36 degree wrist angle</li><li>Not for Springer Models</li><li>Cable & TBW compatible</li><li>Made in the USA</li></ul>"
830-0596NC,"<ul><li>Combine comfort with attitude</li><li>Drilled for internal wiring</li><li>Made with double wall construction</li><li>Manufactured to make sure the inside corners are smooth so the electrical doesn’t get hung up during installation</li><li>Available in Show Chrome or Satin Black powder coat</li><li>1"" in clamping area and knurled</li><li>36 degree wrist angle</li><li>Not for Springer Models</li><li>Cable & TBW compatible</li><li>Made in the USA</li></ul>"
830-0596NCB,"<ul><li>Combine comfort with attitude</li><li>Drilled for internal wiring</li><li>Made with double wall construction</li><li>Manufactured to make sure the inside corners are smooth so the electrical doesn’t get hung up during installation</li><li>Available in Show Chrome or Satin Black powder coat</li><li>1"" in clamping area and knurled</li><li>36 degree wrist angle</li><li>Not for Springer Models</li><li>Cable & TBW compatible</li><li>Made in the USA</li></ul>"
581-8905,"<ul><li>Adjustable Shorty Levers for Indian </li><li>Easily adjust the levers reach to the bar for added comfort</li><li>1-1/4"" shorter than stock lever </li><li>CNC Machined from high quality T6061 Aluminum</li><li>Available in Chrome and Black</li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
581-8906,"<ul><li>Adjustable Shorty Levers for Indian </li><li>Easily adjust the levers reach to the bar for added comfort</li><li>1-1/4"" shorter than stock lever </li><li>CNC Machined from high quality T6061 Aluminum</li><li>Available in Chrome and Black</li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
581-8907,<ul><li>CNC machined levers easily adjust to rider's preference with a dial</li><li>Sold in pairs</li></ul>
581-8908,<ul><li>CNC machined levers easily adjust to rider's preference with a dial</li><li>Sold in pairs</li></ul>
581-8966,<ul><li>CNC machined levers easily adjust to rider's preference with a dial</li><li>Sold in pairs</li></ul>
581-8967,<ul><li>CNC machined levers easily adjust to rider's preference with a dial</li><li>Sold in pairs</li></ul>
581-8968,"<ul><li>Adjustable Shorty Levers for Indian </li><li>Easily adjust the levers reach to the bar for added comfort</li><li>1-1/4"" shorter than stock lever </li><li>CNC Machined from high quality T6061 Aluminum</li><li>Available in Chrome and Black</li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
581-8969,"<ul><li>Adjustable Shorty Levers for Indian </li><li>Easily adjust the levers reach to the bar for added comfort</li><li>1-1/4"" shorter than stock lever </li><li>CNC Machined from high quality T6061 Aluminum</li><li>Available in Chrome and Black</li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
